ID OKE,województwo - nazwa,powiat - nazwa,Gmina - nazwa,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki
",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,liczba_zdających_polski,mean_polski,std_dev_polski,median_polski,mode_polski,liczba_zdających_matematyka,mean_matematyka,std_dev_matematyka,median_matematyka,mode_matematyka,liczba_zdających_angielski,mean_angielski,std_dev_angielski,median_angielski,mode_angielski
7,Mazowieckie,Płocki,Brudzeń Duży,Gmina wiejska,1419032,55332,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ,Siecień,84,23,63.52173913,22.02147088,67.0,67.0,23,44.47826087,26.10325578,50.0,13.0,23.0,39.2173913,26.55913258,31.0,11.0
7,Mazowieckie,Płocki,Brudzeń Duży,Gmina wiejska,1419032,53454,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. GUSTAWA ZIELIŃSKIEGO W SIKORZU,Sikórz,85,13,55.0,12.12752749,58.0,58.0,13,22.0,12.77015752,23.0,10.0,13.0,45.61538462,24.47774016,35.0,33.0
7,Mazowieckie,Płocki,Bulkowo,Gmina wiejska,1419042,86453,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ARMII KRAJOWEJ W BLICHOWIE,Blichowo,61A,10,69.7,15.21216618,73.0,73.0,10,53.2,29.47812748,58.5,,10.0,67.5,27.85408408,73.5,89.0
7,Mazowieckie,Płocki,Bulkowo,Gmina wiejska,1419042,69496,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W BULKOWIE,Bulkowo-Kolonia,ul. Szkolna 2,26,60.84615385,16.76693703,63.0,33.0,26,37.96153846,28.66447918,28.5,10.0,26.0,41.23076923,24.82912014,39.0,11.0
7,Mazowieckie,Płocki,Bulkowo,Gmina wiejska,1419042,84714,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W NOWYCH ŁUBKACH,Nowe Łubki,7,12,60.75,10.40933075,61.0,49.0,12,37.83333333,19.90742463,30.0,27.0,11.0,52.27272727,26.76867541,47.0,
7,Mazowieckie,Płocki,Drobin,Obszar wiejski,1419055,49230,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. PROF. ARCH. STANISŁAWA MARZYŃSKIEGO W ROGOTWÓRSKU,Rogotwórsk,4,7,64.71428571,11.80453043,67.0,73.0,7,53.85714286,36.84108177,37.0,20.0,7.0,58.85714286,31.32059373,38.0,
7,Mazowieckie,Płocki,Drobin,Obszar wiejski,1419055,92506,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. SZARYCH SZEREGÓW W ŁĘGU PROBOSTWIE,Łęg Probostwo,31/1,25,64.52,19.96821474,69.0,71.0,25,46.24,28.89329334,43.0,10.0,25.0,55.52,27.37461598,58.0,11.0
7,Mazowieckie,Płocki,Drobin,Miasto,1419054,92508,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W DROBINIE,Drobin,ul. Szkolna 3,54,53.22222222,19.70398218,54.5,62.0,54,27.46296296,21.86974315,20.0,17.0,54.0,48.24074074,33.57188814,32.0,20.0
7,Mazowieckie,Płocki,Gąbin,Obszar wiejski,1419065,85556,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W NOWYM GRABIU,Nowe Grabie,Osiedle pod Jaworem 11A,11,52.90909091,18.74447577,56.0,56.0,11,42.45454545,27.69103444,47.0,7.0,11.0,55.27272727,32.34498952,55.0,84.0
7,Mazowieckie,Płocki,Gąbin,Miasto,1419064,85552,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W GĄBINIE,Gąbin,ul. Aleja Jana Pawła II 16,46,61.84782609,19.77148517,65.5,78.0,46,47.76086957,29.18172804,46.5,10.0,46.0,65.82608696,30.14119263,72.0,96.0
7,Mazowieckie,Płocki,Gąbin,Obszar wiejski,1419065,85553,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. OBROŃCÓW DOBRZYKOWA Z 1939 R. W DOBRZYKOWIE,Dobrzyków,ul. Obrońców Dobrzykowa 65,8,57.75,11.93471826,54.5,,8,46.375,19.74802205,52.0,57.0,8.0,89.375,11.54271957,94.0,95.0
7,Mazowieckie,Płocki,Gąbin,Obszar wiejski,1419065,85555,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. STANISŁAWA WŁADYSŁAWA REYMONTA W CZERMNIE,Czermno,52,11,52.63636364,18.37128554,53.0,,11,33.54545455,20.77307539,30.0,20.0,11.0,53.36363636,21.62604796,55.0,33.0
7,Mazowieckie,Płocki,Gąbin,Obszar wiejski,1419065,85554,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W BORKACH,Borki,22A,4,,,,,4,,,,,4.0,,,,
7,Mazowieckie,Płocki,Gąbin,Obszar wiejski,1419065,85558,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KOWNACKIEJ W NOWYM KAMIENIU,Nowy Kamień,6,4,,,,,4,,,,,4.0,,,,
7,Mazowieckie,Płocki,Mała Wieś,Gmina wiejska,1419082,80611,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W DZIERŻANOWIE,Dzierżanowo,53,2,,,,,2,,,,,3.0,,,,
7,Mazowieckie,Płocki,Mała Wieś,Gmina wiejska,1419082,109089,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WINCENTEGO HIPOLITA GAWARECKIEGO W MAŁEJ WSI,Mała Wieś,ul. Jana Kochanowskiego 1 7,27,63.55555556,22.45709215,60.0,47.0,27,40.7037037,29.65332386,23.0,20.0,26.0,58.19230769,28.49698936,51.0,29.0
7,Mazowieckie,Płocki,Mała Wieś,Gmina wiejska,1419082,80612,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W PODGÓRZU,Podgórze,6,10,73.5,10.80971785,72.0,,10,64.1,21.10663403,60.0,47.0,10.0,75.6,25.16028617,87.0,
7,Mazowieckie,Płocki,Mała Wieś,Gmina wiejska,1419082,104690,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W ORSZYMOWIE,Orszymowo,53,3,,,,,3,,,,,3.0,,,,
7,Mazowieckie,Płocki,Nowy Duninów,Gmina wiejska,1419092,56579,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.KS. KARDYNAŁA STEFANA WYSZYŃSKIEGO W NOWYM DUNINOWIE,Nowy Duninów,ul. Gostynińska 1,29,59.24137931,15.74507076,58.0,58.0,29,37.4137931,24.96689842,30.0,10.0,29.0,65.10344828,27.33867392,71.0,27.0
7,Mazowieckie,Płocki,Radzanowo,Gmina wiejska,1419102,104642,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W RADZANOWIE IM. MIKOŁAJA KOPERNIKA,Radzanowo,ul. Szkolna 16,36,70.22222222,13.80642184,72.0,78.0,36,53.30555556,27.44268719,53.5,20.0,36.0,61.27777778,27.63613889,55.5,95.0
7,Mazowieckie,Płocki,Radzanowo,Gmina wiejska,1419102,104641,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ROGOZINIE IM. CZESŁAWA HIŃCA,Rogozino,ul. Mazowiecka 25,19,61.63157895,15.3732869,64.0,49.0,19,41.26315789,23.84123386,37.0,10.0,18.0,58.55555556,20.62420967,55.5,95.0
7,Mazowieckie,Płocki,Stara Biała,Gmina wiejska,1419132,54403,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W STAREJ BIAŁEJ,Stara Biała,53,12,75.83333333,12.23269753,77.0,60.0,12,51.41666667,28.92363029,41.5,40.0,12.0,67.41666667,32.97589608,87.5,96.0
7,Mazowieckie,Płocki,Stara Biała,Gmina wiejska,1419132,60611,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W STARYCH PROBOSZCZEWICACH,Stare Proboszczewice,ul. Floriańska 4,29,63.20689655,18.76052222,69.0,69.0,29,53.93103448,25.98000695,57.0,37.0,28.0,69.10714286,28.76920388,84.5,85.0
7,Mazowieckie,Płocki,Stara Biała,Gmina wiejska,1419132,68490,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W WYSZYNIE,Wyszyna,2,15,68.46666667,10.17753517,67.0,67.0,15,78.26666667,16.22124807,77.0,70.0,15.0,87.8,16.57387502,96.0,96.0
7,Mazowieckie,Płocki,Stara Biała,Gmina wiejska,1419132,60606,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA STANISŁAWA REYMONTA W MASZEWIE DUŻYM,Maszewo Duże,ul. Szkolna 14,41,69.14634146,16.20231988,71.0,76.0,41,61.73170732,27.30230437,60.0,93.0,41.0,79.17073171,23.62089034,89.0,95.0
7,Mazowieckie,Płocki,Staroźreby,Gmina wiejska,1419142,39892,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W STAROŹREBACH,Staroźreby,ul. Szkolna 7,59,63.33898305,19.78838057,64.0,71.0,59,48.96610169,30.19819621,40.0,23.0,59.0,52.33898305,30.64648633,53.0,13.0
7,Mazowieckie,Płocki,Staroźreby,Gmina wiejska,1419142,41073,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM ZBIGNIEWA DŁUŻNIEWSKIEGO,Nowa Góra,ul. Szkolna 6,27,67.48148148,19.27264492,76.0,82.0,27,42.7037037,31.85245477,30.0,13.0,27.0,57.7037037,30.03678586,62.0,15.0
7,Mazowieckie,Płocki,Słubice,Gmina wiejska,1419112,55958,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA JAGIEŁŁY W PIOTRKÓWKU,Piotrkówek,75,4,,,,,4,,,,,4.0,,,,
7,Mazowieckie,Płocki,Słubice,Gmina wiejska,1419112,55954,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. OJCA ŚWIĘTEGO JANA PAWŁA II W SŁUBICACH,Słubice,ul. Płocka 30,37,66.81081081,15.92862091,69.0,69.0,37,37.18918919,26.42156965,27.0,10.0,37.0,62.59459459,26.90670514,62.0,76.0
7,Mazowieckie,Płocki,Słupno,Gmina wiejska,1419122,58492,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ABP. ANTONIEGO JULIANA NOWOWIEJSKIEGO W SŁUPNIE,Słupno,ul. Kościelna 16,37,70.05405405,11.61533457,73.0,62.0,37,64.13513514,23.39919398,70.0,90.0,38.0,80.57894737,18.3139745,85.5,95.0
7,Mazowieckie,Płocki,Słupno,Gmina wiejska,1419122,58493,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ZIEMI MAZOWIECKIEJ W LISZYNIE,Liszyno,ul. Wawrzyńca Sikory 19,10,55.0,19.50897229,61.0,31.0,10,46.1,34.04834798,38.5,10.0,10.0,65.5,31.4523449,82.5,95.0
7,Mazowieckie,Płocki,Wyszogród,Obszar wiejski,1419155,74943,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. FRYDERYKA CHOPINA,Kobylniki,51,11,55.0,11.48120995,51.0,44.0,11,33.0,18.74227113,23.0,17.0,11.0,41.09090909,24.42969335,29.0,29.0
7,Mazowieckie,Płocki,Wyszogród,Miasto,1419154,63443,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.KRZYSZTOFA KAMILA BACZYŃSKIEGO,Wyszogród,ul. Niepodległości 11,42,62.02380952,17.33354592,62.0,76.0,42,38.26190476,28.57576356,27.0,17.0,37.0,63.13513514,28.2203321,64.0,98.0
7,Mazowieckie,Płocki,Łąck,Gmina wiejska,1419072,55088,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. PPOR. EMILII GIERCZAK W ŁĄCKU,Łąck,ul. Kolejowa 1,46,64.73913043,16.90823671,64.0,60.0,46,45.97826087,30.7581655,40.0,7.0,46.0,62.80434783,30.16088711,62.0,98.0
7,Mazowieckie,Płoński,Baboszewo,Gmina wiejska,1420032,89984,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W MYSTKOWIE,Mystkowo,53,6,65.33333333,15.89199659,68.5,82.0,6,30.5,13.07351011,28.5,,6.0,21.66666667,6.262764743,20.0,15.0
7,Mazowieckie,Płoński,Baboszewo,Gmina wiejska,1420032,104813,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA BRODECKIEGO W POLESIU,Polesie,9,10,62.9,17.32887763,61.0,58.0,10,50.9,29.21455117,48.0,90.0,10.0,63.0,30.7408523,63.5,98.0
7,Mazowieckie,Płoński,Baboszewo,Gmina wiejska,1420032,53829,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JÓZEFA WYBICKIEGO W BABOSZEWIE,Baboszewo,ul. Jana i Antoniego Brodeckich 6,42,69.11904762,16.64646735,72.0,82.0,42,38.73809524,25.44560915,27.0,10.0,42.0,59.66666667,30.37673504,58.0,91.0
7,Mazowieckie,Płoński,Baboszewo,Gmina wiejska,1420032,89841,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KS. MACIEJA KAZIMIERZA SARBIEWSKIEGO W SARBIEWIE.,Sarbiewo,17,7,59.14285714,18.13779457,53.0,,7,44.0,27.05021785,43.0,,7.0,50.57142857,32.4295154,40.0,
7,Mazowieckie,Płoński,Czerwińsk Nad Wisłą,Miasto,1420044,109376,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA JAGIEŁŁY W CZERWIŃSKU NAD WISŁĄ,Czerwińsk nad Wisłą,ul. Warszawska 1,29,53.86206897,16.65827771,58.0,38.0,29,39.93103448,24.63517395,37.0,10.0,29.0,62.48275862,27.98228589,64.0,20.0
7,Mazowieckie,Płoński,Czerwińsk Nad Wisłą,Obszar wiejski,1420045,19318,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W GOŁAWINIE,Goławin,49C,12,48.16666667,24.67060779,58.0,13.0,12,21.08333333,14.10944325,15.0,7.0,12.0,44.0,32.05464085,32.0,20.0
7,Mazowieckie,Płoński,Czerwińsk Nad Wisłą,Obszar wiejski,1420045,19359,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W GRODŹCU,Grodziec,11A,5,60.4,14.26323946,62.0,,5,38.0,22.0816666,33.0,20.0,5.0,58.8,31.97123707,78.0,
7,Mazowieckie,Płoński,Czerwińsk Nad Wisłą,Obszar wiejski,1420045,19386,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W CHOCISZEWIE,Chociszewo,47,7,60.28571429,10.02445988,58.0,,7,48.0,22.88480469,47.0,,5.0,35.4,31.84085426,25.0,
7,Mazowieckie,Płoński,Czerwińsk Nad Wisłą,Obszar wiejski,1420045,129750,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W NOWYM RADZIKOWIE,Nowe Radzikowo,36,5,66.6,12.70590414,62.0,,5,21.2,9.064215355,20.0,,5.0,28.0,6.870225615,31.0,
7,Mazowieckie,Płoński,Dzierzążnia,Gmina wiejska,1420052,121651,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.JANA PAWŁA II W DZIERZĄŻNI,Dzierzążnia,57,24,66.54166667,19.28509607,74.5,38.0,24,44.29166667,30.21655061,40.0,13.0,24.0,55.75,29.48481247,48.0,24.0
7,Mazowieckie,Płoński,Dzierzążnia,Gmina wiejska,1420052,93111,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.WANDY CHOTOMSKIEJ W NOWYCH KUCICACH,Nowe Kucice,46,12,73.83333333,13.34062301,76.0,76.0,12,62.91666667,29.04151722,63.5,30.0,12.0,72.08333333,25.44097199,82.5,47.0
7,Mazowieckie,Płoński,Joniec,Gmina wiejska,1420062,103376,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KRÓLEWIE,Królewo,58,7,79.0,18.42358737,80.0,80.0,7,63.42857143,31.19916273,70.0,,7.0,74.42857143,24.73780879,85.0,85.0
7,Mazowieckie,Płoński,Joniec,Gmina wiejska,1420062,108786,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BOHATERÓW BITWY NAD WKRĄ W JOŃCU,Joniec,69,19,58.31578947,17.17112825,62.0,47.0,19,43.89473684,28.79856491,37.0,37.0,19.0,62.36842105,29.54427636,67.0,98.0
7,Mazowieckie,Płoński,Naruszewo,Gmina wiejska,1420072,104946,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.M.KONOPNICKIEJ W NARUSZEWIE,Naruszewo,17,17,54.70588235,16.45945002,51.0,51.0,17,38.17647059,28.51260876,27.0,13.0,17.0,64.05882353,26.83823127,71.0,38.0
7,Mazowieckie,Płoński,Naruszewo,Gmina wiejska,1420072,20570,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.Z.PADLEWSKIEGO,Radzyminek,17,5,70.8,16.78570821,67.0,,5,29.4,17.00117643,23.0,,5.0,58.0,31.26019834,76.0,
7,Mazowieckie,Płoński,Naruszewo,Gmina wiejska,1420072,20572,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ZABOROWIE,Zaborowo,77,10,58.2,11.98999583,59.0,,10,49.3,28.39031525,40.0,,10.0,64.6,33.29324256,77.0,98.0
7,Mazowieckie,Płoński,Naruszewo,Gmina wiejska,1420072,105442,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. PIOTRA SĘKOWSKIEGO W NACPOLSKU,Nacpolsk,ul. Szkolna 18,15,76.53333333,18.47833566,87.0,89.0,15,47.13333333,31.93507302,33.0,90.0,15.0,54.06666667,36.46636197,35.0,15.0
7,Mazowieckie,Płoński,Nowe Miasto,Miasto,1420084,75736,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W NOWYM MIEŚCIE,Nowe Miasto,ul. Ciechanowska 15,37,66.08108108,17.96449709,71.0,53.0,37,44.02702703,26.7970213,37.0,33.0,37.0,56.0,29.03213504,53.0,20.0
7,Mazowieckie,Płoński,Płońsk,Gmina miejska,1420011,133790,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. BOLESŁAWA CHROBREGO W PŁOŃSKU,Płońsk,ul. Wolności 4,26,61.80769231,21.26213541,63.0,62.0,26,56.76923077,30.52780283,62.0,77.0,26.0,74.11538462,29.74420037,93.0,93.0
7,Mazowieckie,Płoński,Płońsk,Gmina miejska,1420011,42246,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 W PŁOŃSKU IM. JANA WALEREGO JĘDRZEJEWICZA,Płońsk,ul. Szkolna 30,103,65.96116505,16.79396698,67.0,51.0,103,46.66990291,29.51629083,37.0,13.0,102.0,72.5,27.50534707,84.0,96.0
7,Mazowieckie,Płoński,Płońsk,Gmina miejska,1420011,42866,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. STANISŁAWA WYSPIAŃSKIEGO,Płońsk,ul. Stanisława Wyspiańskiego 4,52,64.11538462,21.99794907,70.0,73.0,52,49.46153846,29.24397475,50.0,50.0,51.0,69.98039216,28.22354058,85.0,98.0
7,Mazowieckie,Płoński,Płońsk,Gmina wiejska,1420092,123687,dla młodzieży,Nie,"NIEPUBLICZNA SZKOŁA PODSTAWOWA ""ŻYWIOŁY""",Szerominek,ul. Południowa 1E,9,79.11111111,8.451751225,78.0,71.0,9,79.11111111,16.62290551,83.0,93.0,9.0,89.66666667,17.8325545,96.0,91.0
7,Mazowieckie,Płoński,Płońsk,Gmina miejska,1420011,133791,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. PAPIEŻA JANA PAWŁA II,Płońsk,ul. ks. Romualda Jaworskiego 25,65,60.72307692,23.65099295,69.0,73.0,65,44.36923077,30.52392213,33.0,13.0,65.0,62.49230769,32.21329065,73.0,95.0
7,Mazowieckie,Płoński,Płońsk,Gmina wiejska,1420092,51300,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W SIEDLINIE,Siedlin,ul. Jana Pawła II 12,20,66.35,19.57364299,66.5,58.0,20,38.15,22.01198537,31.5,30.0,18.0,76.44444444,16.95163782,77.5,58.0
7,Mazowieckie,Płoński,Płońsk,Gmina wiejska,1420092,81810,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W LISEWIE,Lisewo,48,17,64.94117647,15.33726944,71.0,71.0,17,44.29411765,24.76421685,33.0,23.0,5.0,62.0,28.95513771,75.0,
7,Mazowieckie,Płoński,Raciąż,Gmina miejska,1420021,92879,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. STANISŁAWA KONARSKIEGO,Raciąż,ul. Kilińskiego 62B,43,53.46511628,22.54540518,58.0,49.0,43,38.88372093,26.86764225,30.0,13.0,43.0,55.76744186,32.72566535,56.0,96.0
7,Mazowieckie,Płoński,Raciąż,Gmina wiejska,1420102,29521,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA STANISŁAWA REYMONTA W KOZIEBRODACH,Koziebrody,5,16,64.1875,20.16252325,67.5,76.0,16,44.9375,29.335279,37.0,37.0,16.0,60.75,30.19623321,61.0,16.0
7,Mazowieckie,Płoński,Raciąż,Gmina wiejska,1420102,31122,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. POWSTAŃCÓW STYCZNIOWYCH W UNIECKU,Unieck,80,9,61.66666667,20.01665973,67.0,64.0,9,34.22222222,25.50284419,23.0,10.0,9.0,28.33333333,21.07130751,22.0,16.0
7,Mazowieckie,Płoński,Raciąż,Gmina wiejska,1420102,4965,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.ŚW.STANISŁAWA KOSTKI W STARYM GRALEWIE,Stare Gralewo,13,21,77.04761905,19.43603965,84.0,62.0,21,49.57142857,31.07068965,40.0,10.0,21.0,49.80952381,28.27689457,35.0,13.0
7,Mazowieckie,Płoński,Raciąż,Gmina wiejska,1420102,29262,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. STANISŁAWA CHOJNACKIEGO W KRAJKOWIE,Krajkowo,8,6,46.83333333,19.12604391,43.5,27.0,6,20.5,15.51074896,17.0,17.0,6.0,48.83333333,32.49316167,41.0,
7,Mazowieckie,Płoński,Sochocin,Obszar wiejski,1420115,13613,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. POWSTAŃCÓW STYCZNIOWYCH 1863 R. W SMARDZEWIE,Smardzewo,85,5,73.2,18.41086636,76.0,76.0,5,52.0,30.71156134,67.0,,5.0,72.2,23.17239737,67.0,
7,Mazowieckie,Płoński,Sochocin,Miasto,1420114,20117,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MJR. HENRYKA SUCHARSKIEGO W SOCHOCINIE,Sochocin,ul. Szkolna 17,39,71.41025641,15.0123333,73.0,80.0,39,40.71794872,24.80275907,40.0,13.0,39.0,60.33333333,31.04201729,60.0,98.0
7,Mazowieckie,Płoński,Sochocin,Obszar wiejski,1420115,13612,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KOŁOZĘBIU IM. ŚW. JANA PAWŁA II,Kołoząb,31,5,58.4,15.58974022,67.0,,5,55.2,28.63843571,53.0,,5.0,64.4,26.91913817,75.0,91.0
7,Mazowieckie,Płoński,Załuski,Gmina wiejska,1420122,13256,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W KAMIENICY,Kamienica,44a,7,58.14285714,12.06445276,60.0,,7,46.14285714,31.90355364,30.0,20.0,7.0,55.85714286,31.24295839,44.0,98.0
7,Mazowieckie,Płoński,Załuski,Gmina wiejska,1420122,13257,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁ. ST. REYMONTA W STRÓŻEWIE,Stróżewo,50,14,65.78571429,11.32114691,69.0,69.0,14,51.64285714,24.7663572,50.0,50.0,14.0,64.92857143,28.07506338,74.5,
7,Mazowieckie,Płoński,Załuski,Gmina wiejska,1420122,13258,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W KROCZEWIE,Kroczewo,ul. Warszawska 57,13,58.92307692,16.79954916,58.0,58.0,13,46.46153846,30.87098559,30.0,17.0,12.0,68.33333333,32.32474113,83.5,95.0
7,Mazowieckie,Płoński,Załuski,Gmina wiejska,1420122,13259,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ŚW. STANISŁAWA KOSTKI W SZCZYTNIE,Szczytno,3,17,57.05882353,22.87683284,64.0,64.0,17,32.70588235,25.69450549,27.0,10.0,16.0,55.625,32.45357261,54.5,96.0
7,Mazowieckie,Radom,Radom,Gmina miejska,1463011,72301,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 31 IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W RADOMIU,Radom,ul. Biała 6,45,61.02222222,15.28905039,62.0,60.0,45,49.68888889,28.12971716,53.0,13.0,45.0,75.73333333,25.6249878,87.0,98.0
7,Mazowieckie,Radom,Radom,Gmina miejska,1463011,41137,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 5 IM.MARII DĄBROWSKIEJ W RADOMIU,Radom,ul. gen. Józefa Sowińskiego 1,62,67.08064516,17.26482382,65.5,49.0,62,55.51612903,26.98670039,53.0,53.0,62.0,75.14516129,25.86556234,84.5,85.0
7,Mazowieckie,Radom,Radom,Gmina miejska,1463011,49375,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR.15 IM. WŁADYSŁAWA SYROKOMLI W RADOMIU,Radom,ul. Kielecka 2/6,70,58.74285714,21.60071805,60.0,42.0,70,45.11428571,31.54386644,33.0,20.0,70.0,64.61428571,30.85648478,73.0,96.0
7,Mazowieckie,Radom,Radom,Gmina miejska,1463011,63252,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 24 IM. KORNELA MAKUSZYŃSKIEGO W RADOMIU,Radom,ul. Powstańców Śląskich 4,98,67.52040816,17.69828171,70.0,76.0,98,61.20408163,28.82351619,70.0,70.0,97.0,78.54639175,23.90920136,87.0,96.0
7,Mazowieckie,Radom,Radom,Gmina miejska,1463011,56256,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. JULIUSZA SŁOWACKIEGO W RADOMIU,Radom,ul. Warszawska 3,17,57.52941176,16.5142279,56.0,53.0,17,41.23529412,30.26263355,27.0,27.0,17.0,72.88235294,28.68260869,89.0,96.0
7,Mazowieckie,Radom,Radom,Gmina miejska,1463011,73093,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 32 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W RADOMIU,Radom,ul. Prospera Jarzyńskiego 3,36,63.19444444,18.30273119,67.0,73.0,36,52.22222222,28.43131207,53.5,60.0,37.0,74.24324324,29.98684883,89.0,98.0
7,Mazowieckie,Radom,Radom,Gmina miejska,1463011,40997,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 3 IM. JANA DŁUGOSZA W RADOMIU,Radom,ul. Jana III Sobieskiego 12,101,70.6039604,13.74310211,71.0,69.0,101,57.07920792,27.59741815,60.0,53.0,101.0,78.3960396,23.1935802,89.0,98.0
