ID OKE,województwo - nazwa,powiat - nazwa,Gmina - nazwa,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki
",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,liczba_zdających_polski,mean_polski,std_dev_polski,median_polski,mode_polski,liczba_zdających_matematyka,mean_matematyka,std_dev_matematyka,median_matematyka,mode_matematyka,liczba_zdających_angielski,mean_angielski,std_dev_angielski,median_angielski,mode_angielski
7,Mazowieckie,Białobrzeski,Białobrzegi,Obszar wiejski,1401015,53424,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W SUCHEJ,Sucha,ul. Szlachecka 88A,14,63.35714286,17.42988871,61.5,44.0,14,52.21428571,27.55819446,43.5,23.0,14.0,68.78571429,24.44287384,75.5,
7,Mazowieckie,Białobrzeski,Białobrzegi,Miasto,1401014,53602,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 1 IM. KOMISJI EDUKACJI NARODOWEJ W BIAŁOBRZEGACH,Białobrzegi,ul. Rzemieślnicza 21,71,57.09859155,19.28011084,62.0,64.0,71,45.36619718,26.70086744,40.0,17.0,70.0,67.18571429,26.63740274,74.5,95.0
7,Mazowieckie,Białobrzeski,Promna,Gmina wiejska,1401022,26129,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W OLKOWICACH,Olkowice,23,11,60.63636364,10.52505865,60.0,53.0,11,64.0,17.20993371,67.0,50.0,11.0,70.09090909,25.26029779,75.0,91.0
7,Mazowieckie,Białobrzeski,Promna,Gmina wiejska,1401022,31929,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA ROSŁOŃCA W PRZYBYSZEWIE,Przybyszew,ul. Władysława Rosłońca 5,16,46.6875,17.71905313,47.0,47.0,16,27.0,24.54842154,17.0,17.0,16.0,53.625,31.15259821,49.5,
7,Mazowieckie,Białobrzeski,Promna,Gmina wiejska,1401022,26130,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. TADEUSZA KIERZKOWSKIEGO W PROMNIE,Promna-Kolonia,39,16,58.1875,25.01054465,65.5,69.0,16,42.9375,34.44464536,35.0,3.0,16.0,58.625,34.44901123,63.0,96.0
7,Mazowieckie,Białobrzeski,Radzanów,Gmina wiejska,1401032,80552,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W ROGOLINIE,Rogolin,4a,20,63.15,13.73417271,61.0,60.0,20,40.35,29.85845776,28.5,13.0,20.0,53.55,28.67834549,48.0,20.0
7,Mazowieckie,Białobrzeski,Radzanów,Gmina wiejska,1401032,74430,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. DIONIZEGO FELIKSA CZACHOWSKIEGO W BUKÓWNIE,Bukówno,1,10,63.7,16.42589419,60.0,60.0,10,44.8,28.002857,40.0,77.0,10.0,67.5,24.88875248,65.5,
7,Mazowieckie,Białobrzeski,Radzanów,Gmina wiejska,1401032,80553,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W CZARNOCINIE,Czarnocin,58,5,56.4,23.28604732,69.0,,5,48.6,27.55068057,53.0,17.0,5.0,79.8,31.92115286,95.0,95.0
7,Mazowieckie,Białobrzeski,Stara Błotnica,Gmina wiejska,1401042,85604,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W STARYM GOŹDZIE,Stary Gózd,90,24,64.125,14.14010991,68.0,69.0,24,50.83333333,21.37690862,45.0,33.0,24.0,59.95833333,28.32766487,60.0,20.0
7,Mazowieckie,Białobrzeski,Stara Błotnica,Gmina wiejska,1401042,85601,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. OJCA ŚWIĘTEGO JANA PAWŁA II W STAREJ BŁOTNICY,Stara Błotnica,49,37,58.0,17.66505177,60.0,60.0,37,41.83783784,21.60769822,40.0,40.0,37.0,54.91891892,28.93831125,51.0,87.0
7,Mazowieckie,Białobrzeski,Stara Błotnica,Gmina wiejska,1401042,55748,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. BISKUPA JANA CHRAPKA W STARYCH SIEKLUKACH,Stare Siekluki,78,14,66.21428571,9.689306119,67.0,62.0,14,40.21428571,22.58374438,33.5,30.0,14.0,65.14285714,25.28934599,73.0,95.0
7,Mazowieckie,Białobrzeski,Stromiec,Gmina wiejska,1401052,9148,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. DIONIZEGO CZACHOWSKIEGOW STROMCU,Stromiec,ul. Radomska 27,23,51.0,18.84721176,49.0,47.0,23,37.04347826,25.18190907,30.0,17.0,23.0,55.91304348,29.84585478,53.0,27.0
7,Mazowieckie,Białobrzeski,Stromiec,Gmina wiejska,1401052,7705,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. ARMII KRAJOWEJ W BOŻEM,Boże,1,4,,,,,4,,,,,4.0,,,,
7,Mazowieckie,Białobrzeski,Stromiec,Gmina wiejska,1401052,9147,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W PODLESIU DUŻYM,Podlesie Duże,71,2,,,,,2,,,,,2.0,,,,
7,Mazowieckie,Białobrzeski,Stromiec,Gmina wiejska,1401052,9145,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. ŚW JANA PAWŁA II W BOBRKU,Bobrek-Kolonia,24,9,72.88888889,11.17978776,78.0,78.0,9,49.44444444,25.90628886,40.0,,9.0,51.22222222,31.31126094,33.0,98.0
7,Mazowieckie,Białobrzeski,Stromiec,Gmina wiejska,1401052,9146,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. KS. KAZIMIERZA KNIEDZIAŁOWSKIEGO W DOBIESZYNIE,Kolonia Sielce,46,9,57.22222222,13.04503122,60.0,49.0,9,34.77777778,27.88379768,20.0,17.0,9.0,42.0,22.5487127,31.0,31.0
7,Mazowieckie,Białobrzeski,Wyśmierzyce,Obszar wiejski,1401065,62364,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W KOSTRZYNIE,Kostrzyn,ul. Szkolna 7,8,48.375,16.97010239,52.0,69.0,8,38.875,27.28295026,32.0,,8.0,61.5,29.09467305,63.5,95.0
7,Mazowieckie,Białobrzeski,Wyśmierzyce,Miasto,1401064,62365,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM.BŁ.KS.PROF FRANCISZKA ROSŁAŃCA W WYŚMIERZYCACH,Wyśmierzyce,ul. Adama Mickiewicza 4,16,61.3125,17.0393616,65.5,69.0,16,23.75,11.51900603,23.5,17.0,16.0,59.9375,28.74123508,62.5,95.0
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina miejska,1402011,29137,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 5 IM. WŁADYSŁAWA BRONIEWSKIEGO W CIECHANOWIE,Ciechanów,ul. Władysława Broniewskiego 1,60,60.73333333,22.58308118,67.0,71.0,60,45.2,28.15303418,43.0,13.0,61.0,65.29508197,31.89652546,82.0,98.0
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina miejska,1402011,25735,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 6 IM. TADEUSZA KOŚCIUSZKI W CIECHANOWIE,Ciechanów,ul. Wiklinowa 4,37,55.86486486,21.24396533,62.0,64.0,37,43.08108108,28.51303958,37.0,63.0,37.0,61.45945946,29.93560169,62.0,96.0
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina miejska,1402011,57848,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 7 Z ODDZIAŁAMI INTEGRACYJNYMI IM. JANA PAWŁA II W CIECHANOWIE,Ciechanów,ul. Stefana Czarnieckiego 40,33,50.42424242,22.40539749,49.0,47.0,33,30.90909091,26.55282173,20.0,7.0,33.0,58.27272727,33.82241746,71.0,98.0
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina miejska,1402011,25740,dla młodzieży,Nie,SPOŁECZNA SZKOŁA PODSTAWOWA STO Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. IRENY SENDLEROWEJ W CIECHANOWIE,Ciechanów,ul. Stanisława Wyspiańskiego 11A,25,72.92,11.6100646,73.0,78.0,25,68.96,27.53976035,80.0,80.0,25.0,85.4,22.8035085,95.0,98.0
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina miejska,1402011,133690,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 W CIECHANOWIE,Ciechanów,ul. Orylska 3,40,54.8,21.05374076,57.0,49.0,40,30.35,23.29651261,23.0,23.0,39.0,58.17948718,31.53660616,60.0,93.0
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina miejska,1402011,29139,dla młodzieży,Tak,"SZKOŁA PODSTAWOWA NR 4 IM 21. WARSZAWSKIEGO PUŁKU PIECHOTY ""DZIECI WARSZAWY"" W CIECHANOWIE",Ciechanów,ul. Płońska 143,80,63.35,19.4557832,64.0,58.0,80,58.6,23.54070942,60.0,80.0,80.0,72.6375,25.59504041,84.5,93.0
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina miejska,1402011,63394,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. ORŁA BIAŁEGO W CIECHANOWIE,Ciechanów,ul. Powstańców Wielkopolskich 1,103,63.91262136,20.1041496,64.0,76.0,103,43.36893204,24.99630664,40.0,20.0,103.0,63.72815534,29.6890664,69.0,96.0
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina miejska,1402011,126498,dla młodzieży,Nie,SZKOŁA PODSTAWOWA TWP,Ciechanów,ul. Ignacego Kraszewskiego 8a,33,73.0,12.39990225,73.0,64.0,33,87.87878788,10.43234358,87.0,100.0,33.0,91.57575758,12.15064608,96.0,98.0
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina wiejska,1402022,24396,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W CHOTUMIU,Chotum,25,3,,,,,3,,,,,3.0,,,,
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina wiejska,1402022,6890,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. 11 PUŁKU UŁANÓW LEGIONOWYCH W GUMOWIE,Gumowo,6,11,74.09090909,13.09027776,76.0,76.0,11,54.0,27.59776012,63.0,70.0,11.0,59.18181818,36.30631846,80.0,80.0
7,Mazowieckie,Ciechanowski,Ciechanów,Gmina wiejska,1402022,7966,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA W GORYSZACH,Gorysze,14,1,,,,,1,,,,,1.0,,,,
7,Mazowieckie,Ciechanowski,Glinojeck,Miasto,1402034,12892,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. M. KONOPNICKIEJ W GLINOJECKU,Glinojeck,ul. Płocka 7,62,68.0483871,18.58062416,72.0,73.0,62,48.5483871,27.41242797,53.0,60.0,62.0,58.48387097,27.84388619,61.0,78.0
7,Mazowieckie,Ciechanowski,Glinojeck,Obszar wiejski,1402035,12051,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W WOLI MŁOCKIEJ,Wola Młocka,32,3,,,,,3,,,,,3.0,,,,
7,Mazowieckie,Ciechanowski,Glinojeck,Obszar wiejski,1402035,68145,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ŻOŁNIERZY ARMII KRAJOWEJ W OŚCISŁOWIE,Ościsłowo,81,10,62.5,11.01135777,62.0,62.0,10,37.7,17.18167629,36.5,30.0,10.0,45.6,25.73790978,34.0,
7,Mazowieckie,Ciechanowski,Gołymin-Ośrodek,Gmina wiejska,1402042,81251,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. P. J. GOŁASZEWSKIEGO W GOŁYMINIE-OŚRODKU,Gołymin-Ośrodek,ul. ks. Michalaka 10C,38,66.81578947,15.60002575,67.0,67.0,38,43.68421053,25.29729054,38.5,33.0,38.0,59.81578947,28.96718221,55.5,95.0
7,Mazowieckie,Ciechanowski,Grudusk,Gmina wiejska,1402052,87350,dla młodzieży,Tak,SZKOŁA PODSTAWOWA,Grudusk,ul. Szkolna 2,28,58.39285714,21.54619503,62.0,62.0,28,54.96428571,31.96033495,63.5,17.0,28.0,60.39285714,34.02240783,72.5,16.0
7,Mazowieckie,Ciechanowski,Grudusk,Gmina wiejska,1402052,44647,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. IGNACEGO MOŚCICKIEGO W HUMIĘCINIE,Humięcino,20,7,68.0,12.22409798,64.0,76.0,7,45.71428571,31.0424331,40.0,17.0,7.0,49.57142857,25.60054209,38.0,
7,Mazowieckie,Ciechanowski,Ojrzeń,Gmina wiejska,1402062,3888,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WACŁAWA KOZIŃSKIEGO W KRASZEWIE,Kraszewo,57A,7,83.57142857,8.466018509,82.0,76.0,7,56.28571429,31.84208485,37.0,,7.0,58.28571429,22.49262918,64.0,
7,Mazowieckie,Ciechanowski,Ojrzeń,Gmina wiejska,1402062,86846,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. POLSKICH MEDALISTÓW OLIMPIJSKICH W OJRZENIU,Ojrzeń,ul. Przedszkolna 7,17,68.70588235,10.82352941,67.0,67.0,17,41.70588235,22.08210536,40.0,13.0,17.0,58.11764706,24.57134235,64.0,22.0
7,Mazowieckie,Ciechanowski,Ojrzeń,Gmina wiejska,1402062,3886,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W MŁOCKU,Młock,72,7,69.0,12.71669319,76.0,76.0,7,56.71428571,30.16958869,60.0,,7.0,70.57142857,23.16313045,80.0,80.0
7,Mazowieckie,Ciechanowski,Opinogóra Górna,Gmina wiejska,1402072,74873,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.ZYGMUNTA KRASIŃSKIEGO W OPINOGÓRZE GÓRNEJ,Opinogóra Górna,ul. Zygmunta Krasińskiego 25,27,58.25925926,19.32680463,58.0,78.0,27,39.2962963,25.20995514,33.0,23.0,27.0,50.59259259,30.45732808,40.0,24.0
7,Mazowieckie,Ciechanowski,Opinogóra Górna,Gmina wiejska,1402072,74874,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ŚW. STANISŁAWA KOSTKI W WOLI WIERZBOWSKIEJ,Wola Wierzbowska,27,6,68.83333333,26.39076017,75.5,,6,49.5,34.65424457,55.0,,6.0,45.66666667,27.59025593,34.0,
7,Mazowieckie,Ciechanowski,Opinogóra Górna,Gmina wiejska,1402072,74875,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W KOŁACZKOWIE,Kołaczków,ul. Szkolna 2,6,71.33333333,9.893881386,71.5,60.0,6,50.0,26.38181192,60.0,,6.0,57.0,34.29771615,62.5,
7,Mazowieckie,Ciechanowski,Regimin,Gmina wiejska,1402082,23609,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.ZYGMUNTA PADLEWSKIEGO W ZEŃBOKU,Zeńbok,50,6,62.83333333,9.263128821,64.5,62.0,6,30.83333333,10.17212968,33.0,33.0,6.0,64.66666667,26.06189215,77.0,
7,Mazowieckie,Ciechanowski,Regimin,Gmina wiejska,1402082,26884,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. TEOFILA LENARTOWICZA W REGIMINIE,Regimin,ul. Heleny Dobrzynieckiej 1,23,50.69565217,20.96878588,53.0,53.0,23,28.30434783,21.31224343,17.0,13.0,23.0,35.43478261,26.10817977,25.0,20.0
7,Mazowieckie,Ciechanowski,Sońsk,Gmina wiejska,1402092,89315,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W SOŃSKU,Sońsk,ul. Szkolna 4,33,65.72727273,17.06897367,67.0,58.0,33,41.36363636,23.10951291,37.0,37.0,33.0,61.27272727,25.9092504,67.0,82.0
7,Mazowieckie,Ciechanowski,Sońsk,Gmina wiejska,1402092,83502,dla młodzieży,Tak,"SZKOŁA PODSTAWOWA IM."" BOHATERÓW BITWY POD SARNOWĄ GÓRĄ 1920""W BĄDKOWIE",Bądkowo,1,5,57.4,11.99333148,58.0,,5,42.8,22.61327044,40.0,,5.0,48.4,33.39221466,27.0,
7,Mazowieckie,Ciechanowski,Sońsk,Gmina wiejska,1402092,83504,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W GĄSOCINIE,Gąsocin,ul. Błotna 12,24,61.5,17.72474729,65.5,73.0,24,42.58333333,31.42705399,35.0,17.0,24.0,47.79166667,30.1081096,32.0,15.0
7,Mazowieckie,Ciechanowski,Sońsk,Gmina wiejska,1402092,263530,dla młodzieży,Tak,SZKOŁA PODSTAWOWA SPECJALNA W MŁODZIEŻOWYM OŚRODKU SOCJOTERAPII,Gołotczyzna,ul. Aleksandry Bąkowskiej 29,10,30.8,14.48999655,30.0,16.0,10,12.7,5.404627647,11.5,10.0,8.0,30.375,26.25327361,16.0,16.0
7,Mazowieckie,Ciechanowski,Sońsk,Gmina wiejska,1402092,263535,dla młodzieży,Tak,SZKOŁA PODSTAWOWA SPECJALNA W MŁODZIEŻOWYM OŚRODKU WYCHOWAWCZYM W GOŁOTCZYŹNIE,Gołotczyzna,ul. Aleksandry Bąkowskiej 29,8,31.0,15.68438714,24.5,22.0,8,13.75,5.494315244,13.0,7.0,5.0,17.2,5.268775949,20.0,11.0
7,Mazowieckie,Garwoliński,Borowie,Gmina wiejska,1403032,5746,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. A.SASIMOWSKIEGO W BOROWIU,Borowie,ul. Aleksandra Sasimowskiego 3,44,70.36363636,17.1611227,73.0,71.0,44,45.97727273,29.0324964,37.0,20.0,44.0,52.52272727,31.05968495,59.0,7.0
7,Mazowieckie,Garwoliński,Borowie,Gmina wiejska,1403032,27549,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM KARDYNAŁA STEFANA WYSZYŃSKIEGO W GŁOSKOWIE,Głosków,ul. Szkolna 6,11,70.81818182,15.32566583,71.0,69.0,11,60.72727273,34.06969037,67.0,100.0,11.0,58.09090909,32.8258616,45.0,18.0
7,Mazowieckie,Garwoliński,Borowie,Gmina wiejska,1403032,27553,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W IWOWEM,Iwowe,140,8,57.875,24.76609325,59.0,,8,39.125,29.23370272,25.0,13.0,8.0,52.0,34.76708213,48.0,
7,Mazowieckie,Garwoliński,Garwolin,Gmina miejska,1403011,70421,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 1 IM MARII KONOPNICKIEJ W GARWOLINIE,Garwolin,ul. Aleja Żwirki i Wigury 16,64,68.875,19.34109937,73.0,67.0,64,52.265625,28.42052636,53.0,13.0,64.0,70.796875,27.89499266,82.0,95.0
7,Mazowieckie,Garwoliński,Garwolin,Gmina miejska,1403011,86841,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 2 IM.1 PUŁKU STRZELCÓW KONNYCH,Garwolin,ul. Aleja Legionów 21,106,70.6509434,17.08582246,73.0,73.0,106,55.56603774,28.37153066,61.5,17.0,106.0,74.08490566,26.42937114,84.0,100.0
7,Mazowieckie,Garwoliński,Garwolin,Gmina miejska,1403011,87121,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 5 IM. JANUSZA KORCZAKA,Garwolin,ul. Janusza Korczaka 10,90,68.45555556,14.55423658,69.0,67.0,90,52.78888889,27.23375946,53.0,23.0,89.0,75.16853933,25.77484008,87.0,96.0
7,Mazowieckie,Garwoliński,Garwolin,Gmina miejska,1403011,74367,dla młodzieży,Tak,SZKOŁA PODSTAWOWA SPECJALNA NR 2 W ZESPOLE SZKÓŁ SPECJALNYCH NR 2 W GARWOLINIE,Garwolin,ul. Aleja Legionów 11,1,,,,,1,,,,,1.0,,,,
7,Mazowieckie,Garwoliński,Garwolin,Gmina miejska,1403011,264914,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI PRZYSPOSABIAJĄCYMI DO PRACY,Garwolin,ul. Janusza Korczaka 10,1,,,,,1,,,,,1.0,,,,
7,Mazowieckie,Garwoliński,Garwolin,Gmina miejska,1403011,277051,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA W GARWOLINIE,Garwolin,ul. Jana Pawła II 5,20,62.9,20.39092936,62.0,60.0,20,33.2,23.13136399,27.0,27.0,18.0,71.27777778,24.35342904,72.0,98.0
7,Mazowieckie,Garwoliński,Garwolin,Gmina miejska,1403011,482382,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI TURKUSOWA SZKOŁA,Garwolin,ul. Jana Pawła II 5,11,67.90909091,15.9912166,67.0,67.0,11,65.0,22.82343293,70.0,50.0,11.0,88.36363636,17.85432327,96.0,98.0
7,Mazowieckie,Garwoliński,Garwolin,Gmina wiejska,1403042,49892,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ARMII KRAJOWEJ W RĘBKOWIE,Rębków,ul. Starowiejska 8,14,73.57142857,11.66015367,73.0,51.0,14,69.07142857,21.73366147,71.5,60.0,14.0,60.57142857,29.82020956,55.5,95.0
7,Mazowieckie,Garwoliński,Garwolin,Gmina wiejska,1403042,49720,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W WOLI WŁADYSŁAWOWSKIEJ,Wola Władysławowska,27,6,76.66666667,5.405758247,78.0,82.0,6,41.16666667,20.32581828,45.0,,6.0,51.33333333,22.46231412,53.0,
7,Mazowieckie,Garwoliński,Garwolin,Gmina wiejska,1403042,48608,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W MICHAŁÓWCE,Michałówka,3,41,69.31707317,16.10853285,71.0,73.0,41,52.48780488,26.38284915,50.0,17.0,40.0,73.1,26.68032983,80.0,98.0
7,Mazowieckie,Garwoliński,Garwolin,Gmina wiejska,1403042,49963,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII WÓJCIK W WILKOWYI,Wilkowyja,48,9,80.22222222,7.176780116,80.0,76.0,9,74.11111111,19.70022247,70.0,,9.0,56.66666667,25.27625148,51.0,
7,Mazowieckie,Garwoliński,Garwolin,Gmina wiejska,1403042,50849,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II W WOLI RĘBKOWSKIEJ W ZESPOLE SZKOLNO-PRZEDSZKOLNYM W WOLI RĘBKOWSKIEJ,Wola Rębkowska,ul. Długa 90,17,76.47058824,10.31912928,78.0,78.0,17,60.94117647,27.66495041,63.0,13.0,17.0,67.82352941,29.22173908,75.0,51.0
7,Mazowieckie,Garwoliński,Garwolin,Gmina wiejska,1403042,49298,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KS. BRONISŁAWA MARKIEWICZA W RUDZIE TALUBSKIEJ,Ruda Talubska,ul. Akacjowa 10,22,78.36363636,12.90717015,82.0,82.0,22,60.27272727,29.36166613,71.5,10.0,22.0,68.5,27.49834706,77.0,91.0
7,Mazowieckie,Garwoliński,Górzno,Gmina wiejska,1403052,50846,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. MARII KOWNACKIEJ W SAMORZĄDKACH,Samorządki,44A,6,83.0,16.45195024,92.0,,6,79.5,22.30657601,86.5,100.0,6.0,76.0,23.79075451,82.5,
7,Mazowieckie,Garwoliński,Górzno,Gmina wiejska,1403052,42338,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA JÓŹWICKIEGO W GÓRZNIE,Górzno,ul. Długa 6,45,68.8,13.49666626,69.0,69.0,45,58.17777778,28.31355301,63.0,23.0,45.0,65.86666667,25.51478874,69.0,96.0
7,Mazowieckie,Garwoliński,Górzno,Gmina wiejska,1403052,50844,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W ŁĄKACH,Łąki,78,7,73.28571429,13.44527836,78.0,78.0,7,64.14285714,24.97100359,67.0,,7.0,58.0,35.14866386,69.0,
7,Mazowieckie,Garwoliński,Górzno,Gmina wiejska,1403052,50847,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. KRÓLOWEJ JADWIGI W UNINIE,Unin,86B,19,66.94736842,13.23660667,64.0,64.0,19,50.21052632,28.64221939,53.0,17.0,19.0,64.68421053,25.88649848,62.0,56.0
7,Mazowieckie,Garwoliński,Maciejowice,Miasto,1403074,15727,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W MACIEJOWICACH,Maciejowice,ul. Tadeusza Kościuszki 19,44,71.81818182,19.99235391,76.0,64.0,43,45.88372093,28.32962892,43.0,17.0,44.0,60.90909091,33.83974142,61.5,100.0
7,Mazowieckie,Garwoliński,Maciejowice,Obszar wiejski,1403075,23093,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W SAMOGOSZCZY IM. KS. JANA TWARDOWSKIEGO,Samogoszcz,2,10,69.4,10.20979921,71.0,71.0,10,61.7,25.32607352,60.0,47.0,10.0,78.0,30.47950131,95.5,100.0
7,Mazowieckie,Garwoliński,Miastków Kościelny,Gmina wiejska,1403082,9851,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W ZGÓRZU,Zgórze,30,16,70.875,13.47161367,72.0,64.0,16,56.625,27.23709557,50.0,23.0,16.0,57.6875,26.93909508,55.5,13.0
7,Mazowieckie,Garwoliński,Miastków Kościelny,Gmina wiejska,1403082,10000,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. LEONA WYCZÓŁKOWSKIEGO W MIASTKOWIE KOŚCIELNYM,Miastków Kościelny,ul. Szkolna 8,19,77.73684211,12.12584063,78.0,78.0,19,58.89473684,27.61939581,70.0,73.0,19.0,65.84210526,26.47195767,65.0,95.0
7,Mazowieckie,Garwoliński,Miastków Kościelny,Gmina wiejska,1403082,9850,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. MARII KOWNACKIEJ W ZWOLI,Zwola,45,4,,,,,4,,,,,4.0,,,,
7,Mazowieckie,Garwoliński,Parysów,Gmina wiejska,1403092,4121,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA,Wola Starogrodzka,102a,1,,,,,1,,,,,1.0,,,,
7,Mazowieckie,Garwoliński,Parysów,Gmina wiejska,1403092,4120,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA,Parysów,ul. Książęca 11,46,66.36956522,18.30580651,68.0,71.0,46,47.93478261,27.00193405,43.0,30.0,46.0,60.93478261,28.76017943,64.0,35.0
7,Mazowieckie,Garwoliński,Pilawa,Obszar wiejski,1403105,70923,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W PUZNÓWCE,Puznówka,136,8,74.375,11.62903156,72.5,,8,64.625,28.35902634,73.5,,8.0,76.25,21.05795574,81.5,
7,Mazowieckie,Garwoliński,Pilawa,Obszar wiejski,1403105,49924,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JULIANA TUWIMA W TRĄBKACH,Trąbki,ul. Osadnicza 4,25,77.48,15.25023279,82.0,82.0,25,66.56,24.98492345,73.0,73.0,24.0,64.875,25.27896441,67.5,38.0
